"","id","variety","country","Weight_kg","weight_class"
"890","2019-P","Champion","Germany",158.738412679901,"medium"
"891","2019-P","Connecticut Field","Germany",78.5216101356003,"Light"
"892","2016-P","Champion","Germany",192.608213661204,"medium"
"893","2013-P","Rouge Vif d’Etampes","Italy",243.167712990852,"medium"
"894","2014-P","Cinderella","Germany",180.332287116578,"medium"
"895","2016-P","Big Moose","Germany",147.706017711048,"medium"
"896","2017-P","Jack O'Lantern","Germany",718.778599963569,"Heavy"
"897","2014-P","Casper","Germany",364.645791254836,"medium"
"898","2013-P","Connecticut Field","Germany",69.6821393313129,"Light"
"899","2021-P","Champion","Germany",168.098792270645,"medium"
"900","2021-P","Rouge Vif d’Etampes","Italy",534.542117490389,"Heavy"
"901","2019-P","Prizewinner","Germany",137.876874481233,"medium"
"902","2013-P","Blue Hubbard","Germany",87.7287381918391,"Light"
"903","2015-P","Big Max","Italy",369.759608553197,"medium"
"904","2018-P","Early Giant","Germany",88.04370362754,"Light"
"905","2020-P","Connecticut Field","Germany",65.6460241938736,"Light"
"906","2013-P","Wolf","Germany",137.78650742248,"medium"
"907","2018-P","Early Giant","Germany",476.360196651788,"Heavy"
"908","2015-P","Dill's Atlantic","Germany",324.15596326903,"medium"
"909","2019-P","Wolf","Germany",87.0114895477557,"Light"
"910","2019-P","Autumn Gold","Germany",91.9933166343899,"medium"
"911","2015-P","Early Giant","Germany",101.537290887414,"medium"
"912","2016-P","Prizewinner","Italy",237.383287426101,"medium"
"913","2021-P","Rouge Vif d’Etampes","Germany",279.422659592015,"medium"
"914","2020-P","Prizewinner","Germany",317.955233674975,"medium"
"915","2020-P","Dill's Atlantic","Germany",176.591191611077,"medium"
"916","2018-P","Spirit","Germany",359.70779677368,"medium"
"917","2015-P","Prizewinner","France",575.927183226528,"Heavy"
"918","2021-P","Blue Hubbard","Germany",194.846269857631,"medium"
"919","2016-P","Casper","Italy",433.325236394728,"medium"
"920","2013-P","Early Giant","France",43.6397336545778,"Light"
"921","2014-P","Prizewinner","Germany",309.43736623734,"medium"
"922","2017-P","Rouge Vif d’Etampes","Germany",216.087546957676,"medium"
"923","2021-P","Spirit","Italy",275.51344289598,"medium"
"924","2020-P","Howden","Italy",520.760780142445,"Heavy"
"925","2018-P","Spirit","Italy",139.444634350923,"medium"
"926","2018-P","Autumn Gold","France",728.295496029354,"Heavy"
"927","2020-P","Big Moose","Germany",34.6946053993592,"Light"
"928","2015-P","Casper","Italy",313.790347924794,"medium"
"929","2017-P","Big Moose","Germany",125.956992853886,"medium"
"930","2017-P","Champion","Italy",227.208089078406,"medium"
"931","2017-P","Wolf","Italy",219.017498875759,"medium"
"932","2021-P","Connecticut Field","Germany",104.369149154446,"medium"
"933","2017-P","Casper","France",142.391225980155,"medium"
"934","2020-P","Howden","Germany",443.870738446035,"medium"
"935","2014-P","Cinderella","Germany",472.191103252387,"Heavy"
"936","2020-P","Wolf","Italy",319.608862178343,"medium"
"937","2015-P","Blue Hubbard","Germany",209.078751076422,"medium"
"938","2019-P","Cinderella","Germany",77.5905347225143,"Light"
"939","2015-P","Autumn Gold","Italy",255.910537368879,"medium"
"940","2021-P","Champion","Germany",126.193313844362,"medium"
"941","2021-P","Dill's Atlantic","Italy",97.1856306971785,"medium"
"942","2015-P","Cinderella","Germany",529.355342606038,"Heavy"
"943","2015-P","Autumn Gold","Italy",45.8105341369056,"Light"
"944","2015-P","Blue Hubbard","Italy",165.389435676689,"medium"
"945","2016-P","Big Moose","Italy",436.841223344272,"medium"
"946","2019-P","Jack O'Lantern","Germany",158.896468252446,"medium"
"947","2014-P","Early Giant","Italy",249.295244387403,"medium"
"948","2019-P","Howden","Italy",810.660989848208,"Heavy"
"949","2019-P","Cinderella","Germany",90.62904821489,"Light"
"950","2020-P","Howden","Italy",855.123581925474,"Heavy"
"951","2016-P","Dill's Atlantic","France",661.42004493573,"Heavy"
"952","2019-P","Champion","Germany",442.254513981127,"medium"
"953","2019-P","Big Moose","Germany",536.482409522066,"Heavy"
"954","2020-P","Early Giant","Italy",870.459187946448,"Heavy"
"955","2015-P","Autumn Gold","Germany",455.97456423341,"Heavy"
"956","2019-P","Atlantic Giant","Germany",205.699954150328,"medium"
"957","2013-P","Blue Hubbard","Italy",228.9786416506,"medium"
"958","2020-P","Champion","Germany",330.784322837549,"medium"
"959","2017-P","Champion","Italy",64.1680601286867,"Light"
"960","2019-P","Howden","Italy",101.458681741939,"medium"
"961","2018-P","Rouge Vif d’Etampes","Italy",298.770382490631,"medium"
"962","2017-P","Prizewinner","Germany",139.458595897849,"medium"
"963","2016-P","Connecticut Field","Germany",272.347478253366,"medium"
"964","2018-P","Champion","Italy",757.932170222942,"Heavy"
"965","2018-P","Cinderella","Germany",563.000932869269,"Heavy"
"966","2016-P","Autumn Gold","Italy",293.973480941274,"medium"
"967","2021-P","Connecticut Field","Germany",300.22515015355,"medium"
"968","2018-P","Spirit","France",247.810204424746,"medium"
"969","2018-P","Howden","Germany",746.310046178926,"Heavy"
"970","2014-P","Cinderella","Italy",184.98474120509,"medium"
"971","2019-P","Casper","Germany",594.279216905479,"Heavy"
"972","2017-P","Connecticut Field","Italy",109.656951854987,"medium"
"973","2021-P","Big Moose","France",45.7811153241278,"Light"
"974","2014-P","Dill's Atlantic","Germany",69.6579740938609,"Light"
"975","2021-P","Howden","Germany",274.170620873035,"medium"
"976","2020-P","Cinderella","Germany",517.939483235954,"Heavy"
"977","2017-P","Big Moose","Germany",271.047879412183,"medium"
"978","2013-P","Howden","Germany",88.7153454456216,"Light"
"979","2016-P","Spirit","Germany",283.248371382925,"medium"
"980","2016-P","Big Max","Germany",359.944724504795,"medium"
"981","2016-P","Big Max","Italy",210.286250755948,"medium"
"982","2019-P","Cinderella","Germany",47.018058015937,"Light"
"983","2018-P","Cinderella","Italy",774.704568964657,"Heavy"
"984","2018-P","Blue Hubbard","Italy",496.731808732214,"Heavy"
"985","2013-P","Wolf","Germany",65.435092424112,"Light"
"986","2014-P","Howden","France",535.72297409412,"Heavy"
"987","2015-P","Howden","Germany",90.5538072347972,"Light"
"988","2017-P","Big Max","Germany",362.984264946416,"medium"
"989","2021-P","Casper","Germany",617.411916209827,"Heavy"
"990","2016-P","Big Max","Germany",240.788757632446,"medium"
"991","2018-P","Early Giant","Germany",534.538815871442,"Heavy"
"992","2013-P","Wolf","Germany",491.985005017093,"Heavy"
"993","2013-P","Big Max","Italy",254.060779783123,"medium"
"994","2017-P","Big Max","Germany",444.260936701675,"medium"
"995","2017-P","Wolf","Germany",293.008617753442,"medium"
"996","2014-P","Prizewinner","Germany",228.122488047606,"medium"
"997","2019-P","Prizewinner","Germany",93.4072220517095,"medium"
"998","2017-P","Champion","Italy",527.814314129284,"Heavy"
"999","2018-P","Early Giant","Italy",271.043157847932,"medium"
"1000","2016-P","Big Max","Italy",235.30341839322,"medium"
"1001","2014-P","Wolf","Germany",171.394326219566,"medium"
"1002","2020-P","Casper","Italy",877.23026524735,"Heavy"
"1003","2018-P","Jack O'Lantern","Italy",252.996909270342,"medium"
"1004","2016-P","Dill's Atlantic","Germany",79.4105266153552,"Light"
"1005","2019-P","Prizewinner","Germany",299.351812610679,"medium"
"1006","2020-P","Blue Hubbard","Germany",303.178507877101,"medium"
"1007","2013-P","Autumn Gold","Germany",299.036653143918,"medium"
"1008","2015-P","Dill's Atlantic","Italy",381.910348748659,"medium"
"1009","2020-P","Champion","Germany",165.146197580751,"medium"
"1010","2013-P","Big Max","Italy",101.019798287367,"medium"
"1011","2014-P","Atlantic Giant","Italy",288.7138219985,"medium"
"1012","2015-P","Champion","Italy",324.355768619315,"medium"
"1013","2021-P","Rouge Vif d’Etampes","Italy",808.427907060802,"Heavy"
"1014","2013-P","Prizewinner","Germany",202.113762554396,"medium"
"1015","2015-P","Prizewinner","Germany",808.787534845764,"Heavy"
"1016","2020-P","Cinderella","Germany",273.746495188058,"medium"
"1017","2014-P","Autumn Gold","Germany",422.813076643852,"medium"
"1018","2021-P","Jack O'Lantern","Germany",320.057778116247,"medium"
"1019","2013-P","Dill's Atlantic","Germany",738.405134818468,"Heavy"
"1020","2020-P","Wolf","France",39.380088817967,"Light"
"1021","2021-P","Blue Hubbard","France",211.046697164338,"medium"
"1022","2015-P","Connecticut Field","Italy",232.173765982012,"medium"
"1023","2021-P","Howden","Germany",403.560743835974,"medium"
"1024","2014-P","Big Moose","Italy",355.078920474712,"medium"
"1025","2019-P","Big Max","Italy",926.021127413779,"Heavy"
"1026","2017-P","Champion","Germany",157.981782234363,"medium"
"1027","2016-P","Connecticut Field","Germany",296.533966989283,"medium"
"1028","2013-P","Rouge Vif d’Etampes","Italy",300.05381728519,"medium"
"1029","2021-P","Wolf","Germany",230.356035909759,"medium"
"1030","2014-P","Early Giant","Germany",167.696914485889,"medium"
"1031","2015-P","Casper","Germany",189.862824881259,"medium"
"1032","2020-P","Casper","Germany",135.81192601054,"medium"
"1033","2017-P","Cinderella","Italy",725.909427349698,"Heavy"
"1034","2019-P","Big Max","Italy",512.809260772184,"Heavy"
"1035","2018-P","Prizewinner","Germany",67.188232217947,"Light"
"1036","2013-P","Autumn Gold","Germany",535.903288862477,"Heavy"
"1037","2014-P","Autumn Gold","Italy",378.069061139681,"medium"
"1038","2014-P","Autumn Gold","France",370.919278165714,"medium"
"1039","2020-P","Blue Hubbard","Germany",585.135545380714,"Heavy"
"1040","2015-P","Champion","Germany",385.141915372574,"medium"
"1041","2013-P","Big Max","Germany",27.977822224619,"Light"
"1042","2018-P","Atlantic Giant","Germany",594.383977127282,"Heavy"
"1043","2020-P","Blue Hubbard","Italy",127.702519885383,"medium"
"1044","2013-P","Casper","Italy",264.311334591394,"medium"
"1045","2014-P","Atlantic Giant","France",348.631044867953,"medium"
"1046","2015-P","Autumn Gold","Germany",493.086660896265,"Heavy"
"1047","2013-P","Cinderella","Italy",319.162937472141,"medium"
"1048","2021-P","Blue Hubbard","Germany",89.6998147149132,"Light"
"1049","2019-P","Wolf","Germany",433.510892350984,"medium"
"1050","2020-P","Connecticut Field","Germany",545.133531499483,"Heavy"
"1051","2015-P","Prizewinner","Italy",47.1026477984638,"Light"
"1052","2021-P","Cinderella","Germany",124.234269757625,"medium"
"1053","2015-P","Spirit","Germany",590.720546650526,"Heavy"
"1054","2021-P","Spirit","Germany",148.155517340204,"medium"
"1055","2021-P","Cinderella","Germany",680.94041501371,"Heavy"
"1056","2018-P","Spirit","Germany",563.00384453191,"Heavy"
"1057","2019-P","Cinderella","Germany",286.859947942053,"medium"
"1058","2016-P","Wolf","Germany",207.693102867237,"medium"
"1059","2019-P","Spirit","Germany",86.4701926955904,"Light"
"1060","2021-P","Blue Hubbard","Italy",726.128330773405,"Heavy"
"1061","2013-P","Connecticut Field","Italy",36.6000586518213,"Light"
"1062","2014-P","Big Max","Germany",140.243592844675,"medium"
"1063","2015-P","Wolf","Italy",440.468124629458,"medium"
"1064","2015-P","Jack O'Lantern","Italy",108.947633843032,"medium"
"1065","2015-P","Big Max","Germany",323.354316658725,"medium"
"1066","2021-P","Champion","Germany",125.859845694079,"medium"
"1067","2017-P","Casper","Germany",20.5668154066999,"Light"
"1068","2021-P","Big Max","Germany",418.760236401973,"medium"
"1069","2015-P","Cinderella","Germany",364.167886552677,"medium"
"1070","2020-P","Howden","Germany",277.945389756325,"medium"
"1071","2017-P","Dill's Atlantic","France",163.859025136081,"medium"
"1072","2015-P","Big Moose","Germany",240.714040857601,"medium"
"1073","2014-P","Prizewinner","Germany",721.148190722169,"Heavy"
"1074","2013-P","Wolf","Italy",137.951429445443,"medium"
"1075","2021-P","Rouge Vif d’Etampes","Germany",204.192847226957,"medium"
"1076","2014-P","Rouge Vif d’Etampes","Italy",147.108865334621,"medium"
"1077","2021-P","Cinderella","Italy",843.888336769019,"Heavy"
"1078","2021-P","Dill's Atlantic","France",255.13428532225,"medium"
"1079","2015-P","Rouge Vif d’Etampes","France",150.365151118864,"medium"
"1080","2020-P","Spirit","Germany",677.302715463388,"Heavy"
"1081","2020-P","Early Giant","Italy",95.3243578016276,"medium"
"1082","2013-P","Connecticut Field","Germany",44.4942484613105,"Light"
"1083","2019-P","Cinderella","Germany",102.794009822265,"medium"
"1084","2015-P","Casper","Italy",513.249421940329,"Heavy"
"1085","2019-P","Cinderella","Germany",394.694367613428,"medium"
"1086","2017-P","Wolf","Italy",147.205460503695,"medium"
"1087","2020-P","Champion","Germany",306.711228001189,"medium"
"1088","2017-P","Atlantic Giant","Italy",460.625162584117,"Heavy"
"1089","2013-P","Cinderella","Italy",207.617190733137,"medium"
"1090","2020-P","Big Moose","Germany",54.3620374958654,"Light"
"1091","2015-P","Prizewinner","France",293.245910780476,"medium"
"1092","2019-P","Cinderella","Italy",332.381770852055,"medium"
"1093","2021-P","Champion","Germany",137.950357379265,"medium"
"1094","2019-P","Rouge Vif d’Etampes","Italy",617.806952250515,"Heavy"
"1095","2018-P","Prizewinner","Italy",199.159224138453,"medium"
"1096","2021-P","Prizewinner","Germany",278.127807413778,"medium"
"1097","2016-P","Wolf","Germany",300.273837623301,"medium"
"1098","2017-P","Spirit","Italy",185.839184695803,"medium"
"1099","2017-P","Jack O'Lantern","Germany",216.626095720178,"medium"
"1100","2014-P","Wolf","France",454.180632180973,"Heavy"
"1101","2016-P","Blue Hubbard","Germany",221.125840700465,"medium"
"1102","2021-P","Howden","Italy",476.43076616222,"Heavy"
"1103","2014-P","Blue Hubbard","Germany",281.292249305224,"medium"
"1104","2020-P","Connecticut Field","Germany",237.287670100683,"medium"
"1105","2016-P","Dill's Atlantic","Germany",283.546176227299,"medium"
"1106","2020-P","Early Giant","Germany",64.4475318705002,"Light"
"1107","2018-P","Casper","Germany",381.611917542495,"medium"
"1108","2017-P","Champion","Italy",318.021118370447,"medium"
"1109","2016-P","Champion","France",192.076890399943,"medium"
"1110","2019-P","Big Max","Germany",114.04894744448,"medium"
"1111","2017-P","Champion","Germany",142.698729791215,"medium"
"1112","2021-P","Spirit","Germany",340.318191727881,"medium"
"1113","2017-P","Early Giant","Germany",263.743764177372,"medium"
"1114","2016-P","Early Giant","Germany",376.986660777881,"medium"
"1115","2016-P","Jack O'Lantern","Germany",61.3297381103933,"Light"
"1116","2019-P","Blue Hubbard","Germany",176.288617510787,"medium"
"1117","2014-P","Cinderella","Germany",281.547593031189,"medium"
"1118","2013-P","Champion","Germany",175.312620257853,"medium"
"1119","2021-P","Connecticut Field","Italy",567.59642057255,"Heavy"
"1120","2021-P","Cinderella","Germany",541.725057639954,"Heavy"
"1121","2015-P","Cinderella","Germany",696.397041729384,"Heavy"
"1122","2013-P","Jack O'Lantern","Germany",52.39154711091,"Light"
"1123","2015-P","Connecticut Field","Germany",305.617581164539,"medium"
"1124","2018-P","Big Max","Italy",245.585764395597,"medium"
"1125","2021-P","Spirit","Italy",308.291191984697,"medium"
"1126","2014-P","Jack O'Lantern","Germany",428.868297639337,"medium"
"1127","2017-P","Champion","Germany",195.550359612295,"medium"
"1128","2016-P","Blue Hubbard","Germany",471.372326537417,"Heavy"
"1129","2019-P","Early Giant","Germany",179.663964898143,"medium"
"1130","2015-P","Connecticut Field","Italy",174.662181231557,"medium"
"1131","2021-P","Prizewinner","Germany",55.7355151800195,"Light"
"1132","2017-P","Atlantic Giant","Germany",113.480871603158,"medium"
"1133","2019-P","Big Moose","Italy",38.6809700558805,"Light"
"1134","2020-P","Big Max","Germany",95.2195533751942,"medium"
"1135","2017-P","Rouge Vif d’Etampes","Italy",213.357448950106,"medium"
"1136","2021-P","Rouge Vif d’Etampes","Germany",349.107573802222,"medium"
"1137","2013-P","Wolf","Italy",184.414749132106,"medium"
"1138","2019-P","Rouge Vif d’Etampes","Italy",636.307132065091,"Heavy"
"1139","2019-P","Prizewinner","Italy",70.5955077278982,"Light"
"1140","2018-P","Big Moose","Germany",243.837230024299,"medium"
"1141","2019-P","Prizewinner","Germany",165.830512436915,"medium"
"1142","2017-P","Big Max","Italy",334.710592774708,"medium"
"1143","2021-P","Rouge Vif d’Etampes","Italy",122.939956310822,"medium"
"1144","2019-P","Champion","Germany",95.0365527952954,"medium"
"1145","2016-P","Early Giant","Germany",495.835957752339,"Heavy"
"1146","2018-P","Casper","Italy",536.097072225863,"Heavy"
"1147","2019-P","Dill's Atlantic","Germany",122.240739272659,"medium"
"1148","2013-P","Atlantic Giant","Italy",243.262993287205,"medium"
"1149","2020-P","Champion","Italy",209.983865243367,"medium"
"1150","2014-P","Big Max","Italy",362.950364211093,"medium"
"1151","2016-P","Champion","Germany",91.5831516595788,"medium"
"1152","2021-P","Atlantic Giant","Italy",312.518120087847,"medium"
"1153","2018-P","Wolf","Italy",567.8323676539,"Heavy"
"1154","2013-P","Cinderella","Italy",41.0183836513081,"Light"
"1155","2021-P","Champion","Germany",39.1882603349134,"Light"
"1156","2019-P","Casper","Germany",219.801767227082,"medium"
"1157","2013-P","Connecticut Field","Germany",541.780951220057,"Heavy"
"1158","2014-P","Autumn Gold","Germany",180.003424525491,"medium"
"1159","2015-P","Rouge Vif d’Etampes","Germany",259.400800668701,"medium"
"1160","2019-P","Connecticut Field","Germany",465.393313938232,"Heavy"
"1161","2014-P","Blue Hubbard","Germany",248.738224974744,"medium"
"1162","2021-P","Atlantic Giant","Germany",720.777745825323,"Heavy"
"1163","2015-P","Cinderella","Italy",365.831938170977,"medium"
"1164","2013-P","Connecticut Field","Germany",85.511823733871,"Light"
"1165","2013-P","Champion","Germany",675.438256487765,"Heavy"
"1166","2021-P","Big Moose","Germany",337.8836754738,"medium"
"1167","2021-P","Rouge Vif d’Etampes","Italy",810.894748378717,"Heavy"
"1168","2016-P","Jack O'Lantern","Germany",360.687900296582,"medium"
"1169","2013-P","Atlantic Giant","Italy",477.631083864534,"Heavy"
"1170","2013-P","Dill's Atlantic","Germany",152.758480613568,"medium"
"1171","2014-P","Big Max","Germany",176.669009558524,"medium"
"1172","2013-P","Casper","Italy",85.4313967860272,"Light"
"1173","2020-P","Big Moose","Italy",60.8942613357192,"Light"
"1174","2019-P","Connecticut Field","Germany",133.329289620638,"medium"
"1175","2021-P","Dill's Atlantic","France",561.385359825608,"Heavy"
"1176","2021-P","Spirit","Germany",61.4496188817369,"Light"
"1177","2013-P","Rouge Vif d’Etampes","Germany",183.294042859395,"medium"
"1178","2017-P","Casper","Germany",69.5477537086147,"Light"
"1179","2021-P","Dill's Atlantic","Italy",547.032471591616,"Heavy"
"1180","2014-P","Prizewinner","Germany",242.776295595084,"medium"
"1181","2020-P","Blue Hubbard","Germany",61.0387000646648,"Light"
"1182","2020-P","Big Max","Italy",243.860556149799,"medium"
"1183","2018-P","Cinderella","Italy",398.588210927964,"medium"
"1184","2018-P","Big Max","Italy",298.973725946546,"medium"
"1185","2014-P","Autumn Gold","Italy",181.377601075025,"medium"
"1186","2014-P","Prizewinner","Germany",437.100949000114,"medium"
"1187","2020-P","Autumn Gold","Germany",126.065150824321,"medium"
"1188","2019-P","Big Max","Germany",78.7775355777972,"Light"
"1189","2017-P","Atlantic Giant","Germany",119.191653201931,"medium"
"1190","2018-P","Blue Hubbard","Italy",79.2050011358711,"Light"
"1191","2013-P","Big Moose","Germany",70.1716711552448,"Light"
"1192","2018-P","Jack O'Lantern","France",288.150737661441,"medium"
"1193","2019-P","Connecticut Field","France",100.419434318269,"medium"
"1194","2017-P","Champion","Italy",467.694226621915,"Heavy"
"1195","2020-P","Champion","Germany",240.119113648172,"medium"
"1196","2017-P","Casper","Germany",464.467963549413,"Heavy"
"1197","2015-P","Jack O'Lantern","Italy",426.289103890745,"medium"
"1198","2014-P","Early Giant","Germany",165.687743387667,"medium"
"1199","2017-P","Cinderella","Germany",192.025216584694,"medium"
"1200","2015-P","Atlantic Giant","France",543.800553901249,"Heavy"
"1201","2016-P","Big Max","Germany",213.024420400964,"medium"
"1202","2017-P","Jack O'Lantern","Germany",98.4682898810583,"medium"
"1203","2014-P","Cinderella","Germany",245.561449100092,"medium"
"1204","2013-P","Spirit","France",303.029860125394,"medium"
"1205","2018-P","Early Giant","Germany",71.8779455734149,"Light"
"1206","2016-P","Wolf","Germany",85.7245243161878,"Light"
"1207","2014-P","Early Giant","Italy",526.278521977116,"Heavy"
"1208","2021-P","Blue Hubbard","Germany",92.0843701968009,"medium"
"1209","2017-P","Atlantic Giant","Italy",515.467195168626,"Heavy"
"1210","2014-P","Autumn Gold","Italy",124.982972388726,"medium"
"1211","2013-P","Big Max","Italy",73.8336660668096,"Light"
"1212","2018-P","Casper","Germany",245.491959697694,"medium"
"1213","2020-P","Spirit","Germany",226.629799628021,"medium"
"1214","2018-P","Cinderella","Italy",752.576005746964,"Heavy"
"1215","2019-P","Jack O'Lantern","Germany",318.806081271647,"medium"
"1216","2013-P","Blue Hubbard","Germany",415.874838504222,"medium"
"1217","2017-P","Big Max","Italy",145.452280940925,"medium"
"1218","2019-P","Atlantic Giant","Germany",366.959818551104,"medium"
"1219","2021-P","Blue Hubbard","Italy",440.018818797035,"medium"
"1220","2017-P","Casper","Italy",140.080749840341,"medium"
"1221","2021-P","Spirit","Italy",1184.28218371332,"Heavy"
"1222","2014-P","Cinderella","Germany",128.623488662118,"medium"
"1223","2021-P","Blue Hubbard","Germany",68.4182123624872,"Light"
"1224","2020-P","Wolf","Germany",299.425403869866,"medium"
"1225","2017-P","Blue Hubbard","Germany",652.527244672069,"Heavy"
"1226","2018-P","Champion","Germany",276.169501534229,"medium"
"1227","2015-P","Wolf","Germany",403.843814314046,"medium"
"1228","2020-P","Champion","Italy",328.50556549204,"medium"
"1229","2017-P","Atlantic Giant","Germany",702.413688707324,"Heavy"
"1230","2017-P","Dill's Atlantic","Italy",132.684129974408,"medium"
"1231","2015-P","Howden","Germany",249.505036094847,"medium"
"1232","2020-P","Cinderella","Germany",342.18228050689,"medium"
"1233","2021-P","Casper","Germany",63.7542766870887,"Light"
"1234","2014-P","Wolf","Italy",236.656256015423,"medium"
"1235","2021-P","Champion","Germany",566.664167898132,"Heavy"
"1236","2018-P","Casper","Germany",468.620311428578,"Heavy"
"1237","2018-P","Big Moose","Germany",267.035451079581,"medium"
"1238","2019-P","Rouge Vif d’Etampes","Italy",335.259853130886,"medium"
"1239","2017-P","Casper","Italy",234.155773900192,"medium"
"1240","2020-P","Wolf","Germany",351.945326587406,"medium"
"1241","2020-P","Wolf","France",17.8258807943545,"Light"
"1242","2015-P","Early Giant","Germany",336.015236973726,"medium"
"1243","2020-P","Big Max","Germany",267.598508388966,"medium"
"1244","2021-P","Jack O'Lantern","Germany",457.065794094844,"Heavy"
"1245","2016-P","Casper","France",340.26178445668,"medium"
"1246","2013-P","Cinderella","Germany",102.319773075655,"medium"
"1247","2018-P","Blue Hubbard","France",328.517795320897,"medium"
"1248","2014-P","Rouge Vif d’Etampes","Germany",205.772948203897,"medium"
"1249","2017-P","Cinderella","Germany",358.323045202765,"medium"
"1250","2017-P","Wolf","Germany",79.0427208183053,"Light"
"1251","2021-P","Howden","Germany",242.495931808343,"medium"
"1252","2014-P","Dill's Atlantic","France",169.777422190242,"medium"
"1253","2017-P","Blue Hubbard","Germany",190.335066781335,"medium"
"1254","2018-P","Champion","Germany",446.198881500098,"medium"
"1255","2020-P","Rouge Vif d’Etampes","Germany",737.847006637423,"Heavy"
"1256","2018-P","Howden","Italy",397.682528326744,"medium"
"1257","2019-P","Rouge Vif d’Etampes","Germany",228.02194165851,"medium"
"1258","2018-P","Wolf","France",182.193352947047,"medium"
"1259","2017-P","Early Giant","Germany",358.32993608455,"medium"
"1260","2016-P","Rouge Vif d’Etampes","France",42.9766256712857,"Light"
"1261","2015-P","Autumn Gold","Germany",783.772152949047,"Heavy"
"1262","2013-P","Howden","France",41.7251411829778,"Light"
"1263","2015-P","Dill's Atlantic","Italy",422.578484558525,"medium"
"1264","2017-P","Casper","France",122.579869644098,"medium"
"1265","2019-P","Wolf","Germany",318.790073234675,"medium"
"1266","2013-P","Champion","Germany",73.0835195108842,"Light"
"1267","2015-P","Big Moose","Italy",49.2990511877127,"Light"
"1268","2017-P","Connecticut Field","Germany",614.720197954253,"Heavy"
"1269","2019-P","Casper","Germany",124.386133297437,"medium"
"1270","2018-P","Casper","Italy",297.603419687972,"medium"
"1271","2017-P","Spirit","Italy",381.306179128273,"medium"
"1272","2021-P","Big Max","Italy",281.818968453932,"medium"
"1273","2018-P","Wolf","Germany",256.391006331217,"medium"
"1274","2021-P","Spirit","Germany",142.247467241448,"medium"
"1275","2018-P","Casper","Germany",216.319033236575,"medium"
"1276","2013-P","Early Giant","Germany",70.1624227998794,"Light"
"1277","2017-P","Champion","Italy",140.985142473058,"medium"
"1278","2015-P","Dill's Atlantic","Italy",511.43484119123,"Heavy"
"1279","2017-P","Big Max","Germany",426.324336407628,"medium"
"1280","2013-P","Spirit","Germany",73.5542720908398,"Light"
"1281","2021-P","Blue Hubbard","Italy",608.440600514609,"Heavy"
"1282","2020-P","Dill's Atlantic","Italy",59.4262923424199,"Light"
"1283","2021-P","Spirit","Germany",236.610631774624,"medium"
"1284","2020-P","Dill's Atlantic","Italy",111.860925042843,"medium"
"1285","2021-P","Champion","Germany",125.242124588569,"medium"
"1286","2021-P","Spirit","Germany",146.425037480767,"medium"
"1287","2019-P","Blue Hubbard","Germany",360.399580739193,"medium"
"1288","2015-P","Big Max","Germany",289.616340432389,"medium"
"1289","2015-P","Atlantic Giant","Italy",42.2223946814976,"Light"
"1290","2014-P","Howden","Italy",354.259438264698,"medium"
"1291","2019-P","Spirit","Germany",93.7440061169866,"medium"
"1292","2018-P","Casper","Italy",330.169047246598,"medium"
"1293","2013-P","Blue Hubbard","Germany",782.416823044191,"Heavy"
"1294","2015-P","Rouge Vif d’Etampes","Germany",368.667980112384,"medium"
"1295","2020-P","Dill's Atlantic","Germany",33.4893989954111,"Light"
"1296","2020-P","Early Giant","Italy",145.167897355069,"medium"
"1297","2021-P","Jack O'Lantern","Germany",24.4089318051607,"Light"
"1298","2020-P","Autumn Gold","Germany",223.743525583798,"medium"
"1299","2021-P","Spirit","Italy",572.392663097357,"Heavy"
"1300","2013-P","Dill's Atlantic","France",383.643847258629,"medium"
"1301","2018-P","Connecticut Field","Germany",216.607456971302,"medium"
"1302","2019-P","Autumn Gold","Italy",889.701058748222,"Heavy"
"1303","2018-P","Atlantic Giant","Germany",376.944684744656,"medium"
"1304","2018-P","Casper","France",477.787226339995,"Heavy"
"1305","2020-P","Wolf","Germany",126.108742599383,"medium"
"1306","2015-P","Wolf","Germany",618.526638587332,"Heavy"
"1307","2021-P","Early Giant","Germany",358.54030743672,"medium"
"1308","2021-P","Dill's Atlantic","Germany",101.74718851438,"medium"
"1309","2021-P","Rouge Vif d’Etampes","Germany",401.341292201196,"medium"
"1310","2021-P","Cinderella","Germany",31.1568197510067,"Light"
"1311","2020-P","Wolf","Italy",94.0546586169003,"medium"
"1312","2017-P","Blue Hubbard","Italy",760.64894121616,"Heavy"
"1313","2018-P","Blue Hubbard","Italy",441.51504586994,"medium"
"1314","2019-P","Rouge Vif d’Etampes","France",366.933691938361,"medium"
"1315","2017-P","Connecticut Field","Germany",150.071737189604,"medium"
"1316","2021-P","Big Max","Germany",103.14704558319,"medium"
"1317","2018-P","Dill's Atlantic","Germany",113.656247165761,"medium"
"1318","2021-P","Howden","Germany",532.803790232012,"Heavy"
"1319","2019-P","Champion","Italy",45.5171788519918,"Light"
"1320","2013-P","Casper","Italy",110.14653521523,"medium"
"1321","2015-P","Early Giant","Italy",439.706865570593,"medium"
"1322","2016-P","Big Max","Germany",283.273447723651,"medium"
"1323","2018-P","Big Moose","Italy",320.592395194816,"medium"
"1324","2017-P","Howden","Germany",387.157548526271,"medium"
"1325","2013-P","Casper","Germany",39.8892753937941,"Light"
"1326","2017-P","Autumn Gold","Italy",424.530249556474,"medium"
